year,driver_race,stop_purpose,search_type,contraband_found,engage_force,count
2002,Asian,Other Motor Vehicle Violation,,False,False,1
2002,Asian,Other Motor Vehicle Violation,,False,False,1
2002,Asian,Other Motor Vehicle Violation,,False,False,1
2002,Asian,Speed Limit Violation,,False,False,1
2002,Asian,Speed Limit Violation,,False,False,1
2002,Asian,Stop Light/Sign Violation,,False,False,1
2002,Asian,Stop Light/Sign Violation,,False,False,1
2002,Asian,Stop Light/Sign Violation,,False,False,1
2002,Asian,Vehicle Regulatory Violation,,False,False,1
2002,Asian,Vehicle Regulatory Violation,,False,False,1
2002,Black,Driving While Impaired,,False,False,1
2002,Black,Driving While Impaired,,False,False,1
2002,Black,Driving While Impaired,,False,False,1
2002,Black,Driving While Impaired,Consent,False,False,1
2002,Black,Driving While Impaired,Consent,False,False,1
2002,Black,Driving While Impaired,Consent,True,False,1
2002,Black,Driving While Impaired,Probable Cause,False,False,1
2002,Black,Driving While Impaired,Probable Cause,False,False,1
2002,Black,Driving While Impaired,Probable Cause,True,False,1
2002,Black,Driving While Impaired,Search Incident to Arrest,True,False,1
2002,Black,Investigation,,False,False,1
2002,Black,Investigation,,False,False,1
2002,Black,Investigation,,False,False,6
2002,Black,Investigation,,False,False,1
2002,Black,Investigation,,False,False,2
2002,Black,Investigation,,False,False,1
2002,Black,Investigation,,False,False,1
2002,Black,Investigation,,False,False,1
2002,Black,Investigation,,False,False,1
2002,Black,Investigation,,False,False,1
2002,Black,Investigation,Consent,False,False,1
2002,Black,Investigation,Probable Cause,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,6
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,2
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,4
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,2
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,3
2002,Black,Other Motor Vehicle Violation,,False,False,3
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,3
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,1
2002,Black,Other Motor Vehicle Violation,,False,False,2
2002,Black,Other Motor Vehicle Violation,Consent,False,False,1
2002,Black,Other Motor Vehicle Violation,Consent,False,False,1
2002,Black,Other Motor Vehicle Violation,Consent,True,False,1
2002,Black,Other Motor Vehicle Violation,Consent,True,False,1
2002,Black,Other Motor Vehicle Violation,Consent,True,False,2
2002,Black,Other Motor Vehicle Violation,Probable Cause,False,False,1
2002,Black,Other Motor Vehicle Violation,Probable Cause,True,False,1
2002,Black,Other Motor Vehicle Violation,Probable Cause,True,False,1
2002,Black,Other Motor Vehicle Violation,Protective Frisk,False,False,1
2002,Black,Other Motor Vehicle Violation,Search Incident to Arrest,False,False,1
2002,Black,Other Motor Vehicle Violation,Search Incident to Arrest,False,False,1
2002,Black,Safe Movement Violation,,False,False,2
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,2
2002,Black,Safe Movement Violation,,False,False,2
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,2
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,2
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,2
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,2
2002,Black,Safe Movement Violation,,False,False,8
2002,Black,Safe Movement Violation,,False,False,2
2002,Black,Safe Movement Violation,,False,False,2
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,5
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,13
2002,Black,Safe Movement Violation,,False,False,6
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,,False,False,1
2002,Black,Safe Movement Violation,Consent,False,False,1
2002,Black,Safe Movement Violation,Consent,True,False,1
2002,Black,Safe Movement Violation,Search Incident to Arrest,False,False,1
2002,Black,Safe Movement Violation,Search Incident to Arrest,False,False,4
2002,Black,Safe Movement Violation,Search Incident to Arrest,False,False,2
2002,Black,Safe Movement Violation,Search Incident to Arrest,True,False,1
2002,Black,Seat Belt Violation,,False,False,1
2002,Black,Seat Belt Violation,,False,False,1
2002,Black,Seat Belt Violation,,False,False,1
2002,Black,Seat Belt Violation,,False,False,1
2002,Black,Seat Belt Violation,,False,False,1
2002,Black,Seat Belt Violation,,False,False,1
2002,Black,Seat Belt Violation,,False,False,1
2002,Black,Seat Belt Violation,,False,False,1
2002,Black,Seat Belt Violation,,False,False,1
2002,Black,Seat Belt Violation,,False,False,1
2002,Black,Seat Belt Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,2
2002,Black,Speed Limit Violation,,False,False,4
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,6
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,2
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,3
2002,Black,Speed Limit Violation,,False,False,5
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,,False,False,2
2002,Black,Speed Limit Violation,,False,False,1
2002,Black,Speed Limit Violation,Consent,False,False,1
2002,Black,Speed Limit Violation,Search Incident to Arrest,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,2
2002,Black,Stop Light/Sign Violation,,False,False,9
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,2
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,2
2002,Black,Stop Light/Sign Violation,,False,False,2
2002,Black,Stop Light/Sign Violation,,False,False,2
2002,Black,Stop Light/Sign Violation,,False,False,3
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,9
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,2
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,5
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,5
2002,Black,Stop Light/Sign Violation,,False,False,2
2002,Black,Stop Light/Sign Violation,,False,False,3
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,2
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,2
2002,Black,Stop Light/Sign Violation,,False,False,3
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,,False,False,1
2002,Black,Stop Light/Sign Violation,Consent,False,False,1
2002,Black,Stop Light/Sign Violation,Consent,False,False,1
2002,Black,Stop Light/Sign Violation,Search Incident to Arrest,False,False,1
2002,Black,Stop Light/Sign Violation,Search Incident to Arrest,False,False,1
2002,Black,Stop Light/Sign Violation,Search Incident to Arrest,False,False,2
2002,Black,Vehicle Equipment Violation,,False,False,2
2002,Black,Vehicle Equipment Violation,,False,False,1
2002,Black,Vehicle Equipment Violation,,False,False,1
2002,Black,Vehicle Equipment Violation,,False,False,1
2002,Black,Vehicle Equipment Violation,,False,False,1
2002,Black,Vehicle Equipment Violation,,False,False,1
2002,Black,Vehicle Equipment Violation,,False,False,1
2002,Black,Vehicle Equipment Violation,,False,False,2
2002,Black,Vehicle Equipment Violation,,False,False,1
2002,Black,Vehicle Equipment Violation,,False,False,1
2002,Black,Vehicle Equipment Violation,,False,False,1
2002,Black,Vehicle Equipment Violation,,False,False,1
2002,Black,Vehicle Equipment Violation,,False,False,1
2002,Black,Vehicle Equipment Violation,,False,False,1
2002,Black,Vehicle Equipment Violation,,False,False,1
2002,Black,Vehicle Equipment Violation,Search Incident to Arrest,False,False,1
2002,Black,Vehicle Equipment Violation,Search Warrant,True,False,1
2002,Black,Vehicle Regulatory Violation,,False,False,2
2002,Black,Vehicle Regulatory Violation,,False,False,2
2002,Black,Vehicle Regulatory Violation,,False,False,2
2002,Black,Vehicle Regulatory Violation,,False,False,1
2002,Black,Vehicle Regulatory Violation,,False,False,1
2002,Black,Vehicle Regulatory Violation,,False,False,1
2002,Black,Vehicle Regulatory Violation,,False,False,2
2002,Black,Vehicle Regulatory Violation,,False,False,1
2002,Black,Vehicle Regulatory Violation,,False,False,1
2002,Black,Vehicle Regulatory Violation,,False,False,4
2002,Black,Vehicle Regulatory Violation,Consent,False,False,1
2002,Black,Vehicle Regulatory Violation,Probable Cause,False,False,1
2002,Black,Vehicle Regulatory Violation,Protective Frisk,False,False,1
2002,Hispanic,Driving While Impaired,,False,False,2
2002,Hispanic,Driving While Impaired,Probable Cause,True,False,1
2002,Hispanic,Driving While Impaired,Probable Cause,True,False,1
2002,Hispanic,Driving While Impaired,Search Incident to Arrest,False,False,1
2002,Hispanic,Investigation,,False,False,1
2002,Hispanic,Investigation,,False,False,1
2002,Hispanic,Investigation,,False,False,1
2002,Hispanic,Investigation,,False,False,2
2002,Hispanic,Other Motor Vehicle Violation,,False,False,1
2002,Hispanic,Other Motor Vehicle Violation,,False,False,1
2002,Hispanic,Other Motor Vehicle Violation,,False,False,1
2002,Hispanic,Other Motor Vehicle Violation,,False,False,2
2002,Hispanic,Other Motor Vehicle Violation,,False,False,1
2002,Hispanic,Other Motor Vehicle Violation,,False,False,1
2002,Hispanic,Other Motor Vehicle Violation,,False,False,2
2002,Hispanic,Other Motor Vehicle Violation,,False,False,1
2002,Hispanic,Other Motor Vehicle Violation,,False,False,1
2002,Hispanic,Other Motor Vehicle Violation,,False,False,1
2002,Hispanic,Other Motor Vehicle Violation,,False,False,1
2002,Hispanic,Other Motor Vehicle Violation,,False,False,1
2002,Hispanic,Other Motor Vehicle Violation,,False,False,1
2002,Hispanic,Other Motor Vehicle Violation,,False,False,1
2002,Hispanic,Other Motor Vehicle Violation,Search Incident to Arrest,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,3
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,4
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,2
2002,Hispanic,Safe Movement Violation,,False,False,2
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,,False,False,5
2002,Hispanic,Safe Movement Violation,,False,False,1
2002,Hispanic,Safe Movement Violation,Consent,False,False,1
2002,Hispanic,Safe Movement Violation,Search Incident to Arrest,False,False,1
2002,Hispanic,Seat Belt Violation,,False,False,2
2002,Hispanic,Seat Belt Violation,,False,False,2
2002,Hispanic,Seat Belt Violation,,False,False,1
2002,Hispanic,Speed Limit Violation,,False,False,2
2002,Hispanic,Speed Limit Violation,,False,False,1
2002,Hispanic,Speed Limit Violation,,False,False,1
2002,Hispanic,Speed Limit Violation,,False,False,1
2002,Hispanic,Speed Limit Violation,,False,False,1
2002,Hispanic,Speed Limit Violation,,False,False,1
2002,Hispanic,Speed Limit Violation,,False,False,1
2002,Hispanic,Speed Limit Violation,,False,False,1
2002,Hispanic,Speed Limit Violation,,False,False,1
2002,Hispanic,Speed Limit Violation,,False,False,1
2002,Hispanic,Speed Limit Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,2
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,4
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,3
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,5
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,2
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,2
2002,Hispanic,Stop Light/Sign Violation,,False,False,2
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,2
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,,False,False,1
2002,Hispanic,Stop Light/Sign Violation,Search Incident to Arrest,False,False,1
2002,Hispanic,Stop Light/Sign Violation,Search Incident to Arrest,False,False,1
2002,Hispanic,Vehicle Equipment Violation,,False,False,1
2002,Hispanic,Vehicle Equipment Violation,,False,False,1
2002,Hispanic,Vehicle Regulatory Violation,,False,False,1
2002,Hispanic,Vehicle Regulatory Violation,,False,False,1
2002,Hispanic,Vehicle Regulatory Violation,,False,False,2
2002,Hispanic,Vehicle Regulatory Violation,,False,False,1
2002,Hispanic,Vehicle Regulatory Violation,,False,False,1
2002,Hispanic,Vehicle Regulatory Violation,Search Incident to Arrest,False,False,1
2002,Hispanic,Vehicle Regulatory Violation,Search Incident to Arrest,False,False,1
2002,Native American,Driving While Impaired,Search Incident to Arrest,False,False,1
2002,Native American,Investigation,,False,False,1
2002,Other,Investigation,,False,False,1
2002,Other,Investigation,,False,False,1
2002,Other,Other Motor Vehicle Violation,,False,False,2
2002,Other,Other Motor Vehicle Violation,,False,False,1
2002,Other,Other Motor Vehicle Violation,,False,False,1
2002,Other,Other Motor Vehicle Violation,,False,False,1
2002,Other,Safe Movement Violation,,False,False,1
2002,Other,Safe Movement Violation,,False,False,1
2002,Other,Safe Movement Violation,,False,False,1
2002,Other,Safe Movement Violation,,False,False,1
2002,Other,Safe Movement Violation,,False,False,1
2002,Other,Speed Limit Violation,,False,False,1
2002,Other,Speed Limit Violation,,False,False,1
2002,Other,Stop Light/Sign Violation,,False,False,1
2002,Other,Stop Light/Sign Violation,,False,False,1
2002,Other,Vehicle Equipment Violation,,False,False,1
2002,Other,Vehicle Equipment Violation,,False,False,1
2002,Other,Vehicle Equipment Violation,,False,False,1
2002,White,Driving While Impaired,,False,False,1
2002,White,Driving While Impaired,,False,False,1
2002,White,Driving While Impaired,,False,False,3
2002,White,Driving While Impaired,,False,False,1
2002,White,Driving While Impaired,,False,False,1
2002,White,Driving While Impaired,,False,False,1
2002,White,Driving While Impaired,Consent,False,False,2
2002,White,Driving While Impaired,Probable Cause,False,False,1
2002,White,Driving While Impaired,Search Incident to Arrest,False,False,1
2002,White,Driving While Impaired,Search Incident to Arrest,False,False,1
2002,White,Driving While Impaired,Search Incident to Arrest,False,False,1
2002,White,Driving While Impaired,Search Incident to Arrest,False,True,1
2002,White,Driving While Impaired,Search Incident to Arrest,True,False,1
2002,White,Driving While Impaired,Search Incident to Arrest,True,False,1
2002,White,Driving While Impaired,Search Incident to Arrest,True,False,1
2002,White,Investigation,,False,False,1
2002,White,Investigation,,False,False,1
2002,White,Investigation,,False,False,1
2002,White,Investigation,,False,False,1
2002,White,Investigation,,False,False,2
2002,White,Investigation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,4
2002,White,Other Motor Vehicle Violation,,False,False,2
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,2
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,6
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,3
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,3
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,2
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,11
2002,White,Other Motor Vehicle Violation,,False,False,2
2002,White,Other Motor Vehicle Violation,,False,False,3
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,,False,False,1
2002,White,Other Motor Vehicle Violation,Probable Cause,False,False,1
2002,White,Other Motor Vehicle Violation,Search Incident to Arrest,False,False,1
2002,White,Other Motor Vehicle Violation,Search Incident to Arrest,False,False,1
2002,White,Other Motor Vehicle Violation,Search Incident to Arrest,False,False,1
2002,White,Other Motor Vehicle Violation,Search Incident to Arrest,True,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,2
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,13
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,3
2002,White,Safe Movement Violation,,False,False,4
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,5
2002,White,Safe Movement Violation,,False,False,7
2002,White,Safe Movement Violation,,False,False,6
2002,White,Safe Movement Violation,,False,False,3
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,5
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,8
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,3
2002,White,Safe Movement Violation,,False,False,2
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,2
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,6
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,2
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,1
2002,White,Safe Movement Violation,,False,False,5
2002,White,Safe Movement Violation,Consent,False,False,1
2002,White,Safe Movement Violation,Probable Cause,True,False,1
2002,White,Safe Movement Violation,Protective Frisk,False,False,1
2002,White,Safe Movement Violation,Search Incident to Arrest,True,False,1
2002,White,Seat Belt Violation,,False,False,3
2002,White,Seat Belt Violation,,False,False,1
2002,White,Seat Belt Violation,,False,False,2
2002,White,Seat Belt Violation,,False,False,1
2002,White,Seat Belt Violation,,False,False,1
2002,White,Seat Belt Violation,,False,False,2
2002,White,Seat Belt Violation,,False,False,1
2002,White,Seat Belt Violation,,False,False,5
2002,White,Seat Belt Violation,,False,False,1
2002,White,Seat Belt Violation,,False,False,1
2002,White,Seat Belt Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,7
2002,White,Speed Limit Violation,,False,False,2
2002,White,Speed Limit Violation,,False,False,4
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,2
2002,White,Speed Limit Violation,,False,False,2
2002,White,Speed Limit Violation,,False,False,4
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,4
2002,White,Speed Limit Violation,,False,False,2
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,2
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,2
2002,White,Speed Limit Violation,,False,False,3
2002,White,Speed Limit Violation,,False,False,4
2002,White,Speed Limit Violation,,False,False,2
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,2
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,,False,False,2
2002,White,Speed Limit Violation,,False,False,1
2002,White,Speed Limit Violation,Search Incident to Arrest,False,False,1
2002,White,Speed Limit Violation,Search Incident to Arrest,False,False,2
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,2
2002,White,Stop Light/Sign Violation,,False,False,2
2002,White,Stop Light/Sign Violation,,False,False,5
2002,White,Stop Light/Sign Violation,,False,False,2
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,2
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,9
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,8
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,9
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,9
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,4
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,6
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,4
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,5
2002,White,Stop Light/Sign Violation,,False,False,3
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,,False,False,1
2002,White,Stop Light/Sign Violation,Consent,True,False,1
2002,White,Stop Light/Sign Violation,Search Incident to Arrest,False,False,1
2002,White,Vehicle Equipment Violation,,False,False,2
2002,White,Vehicle Equipment Violation,,False,False,1
2002,White,Vehicle Equipment Violation,,False,False,3
2002,White,Vehicle Equipment Violation,,False,False,1
2002,White,Vehicle Equipment Violation,,False,False,1
2002,White,Vehicle Equipment Violation,,False,False,1
2002,White,Vehicle Equipment Violation,,False,False,1
2002,White,Vehicle Regulatory Violation,,False,False,1
2002,White,Vehicle Regulatory Violation,,False,False,5
2002,White,Vehicle Regulatory Violation,,False,False,1
2002,White,Vehicle Regulatory Violation,,False,False,1
2002,White,Vehicle Regulatory Violation,,False,False,1
2002,White,Vehicle Regulatory Violation,,False,False,1
2002,White,Vehicle Regulatory Violation,,False,False,1
2002,White,Vehicle Regulatory Violation,,False,False,1
2002,White,Vehicle Regulatory Violation,,False,False,3
2002,White,Vehicle Regulatory Violation,,False,False,1
2002,White,Vehicle Regulatory Violation,Search Incident to Arrest,True,False,1
