census_profile_id,agency_id,agency_name,driver_race,population,stops,stop_rate,baseline_rate,stop_rate_ratio,times_likely,url
1600000US3721360,87,Enfield Police Department,Asian,0,3,,0.20434782608695654,,,https://nccopwatch.org/agencies/87/search-rate
1600000US3742700,169,Middlesex Police Department,Asian,0,2,,0.226,,,https://nccopwatch.org/agencies/169/search-rate
1600000US3731360,118,Highlands Police Department,Native American,0,1,,0.2157258064516129,,,https://nccopwatch.org/agencies/118/search-rate
1600000US3733460,128,Indian Beach Police Department,Asian,0,2,,0.9428571428571428,,,https://nccopwatch.org/agencies/128/search-rate
1600000US3733460,128,Indian Beach Police Department,Native American,0,2,,0.9428571428571428,,,https://nccopwatch.org/agencies/128/search-rate
1600000US3733460,128,Indian Beach Police Department,Other,0,5,,0.9428571428571428,,,https://nccopwatch.org/agencies/128/search-rate
1600000US3703150,18,Bald Head Island Police Department,Other,0,2,,0.8719512195121951,,,https://nccopwatch.org/agencies/18/search-rate
1600000US3703500,19,Banner Elk Police Department,Native American,0,1,,0.18218218218218218,,,https://nccopwatch.org/agencies/19/search-rate
1600000US3765530,264,Sugar Mountain Police Department,Black,0,4,,0.22245762711864406,,,https://nccopwatch.org/agencies/264/search-rate
1600000US3705880,24,Biltmore Forest Police Department,Black,0,36,,0.12875250166777852,,,https://nccopwatch.org/agencies/24/search-rate
1600000US3705880,24,Biltmore Forest Police Department,Native American,0,2,,0.12875250166777852,,,https://nccopwatch.org/agencies/24/search-rate
1600000US3748700,206,Ocean Isle Beach Police Department,Black,0,22,,0.4879679144385027,,,https://nccopwatch.org/agencies/206/search-rate
1600000US3718060,76,Duck Police Department,Native American,0,2,,1.1102514506769825,,,https://nccopwatch.org/agencies/76/search-rate
1600000US3771780,300,Weldon Police Department,Asian,0,2,,0.2951219512195122,,,https://nccopwatch.org/agencies/300/search-rate
1600000US3745640,182,Murfreesboro Police Department,Native American,0,2,,0.060955518945634266,,,https://nccopwatch.org/agencies/182/search-rate
1600000US3710960,47,Caswell Beach Police Department,Black,0,5,,0.22342733188720174,,,https://nccopwatch.org/agencies/47/search-rate
1600000US3747845,204,North Topsail Beach Police Department,Native American,0,2,,0.7202247191011236,,,https://nccopwatch.org/agencies/204/search-rate
1600000US3752140,220,Pinetops Police Department,Native American,0,3,,0.35714285714285715,,,https://nccopwatch.org/agencies/220/search-rate
1600000US3745880,184,Nags Head Police Department,Native American,0,5,,0.5822543792840823,,,https://nccopwatch.org/agencies/184/search-rate
1600000US3770820,292,Walnut Creek Police Department,Native American,0,1,,0.044530493707647625,,,https://nccopwatch.org/agencies/292/search-rate
1600000US3710120,42,Candor Police Department,Asian,0,5,,0.47757255936675463,,,https://nccopwatch.org/agencies/42/search-rate
1600000US3752140,220,Pinetops Police Department,Asian,0,2,,0.35714285714285715,,,https://nccopwatch.org/agencies/220/search-rate
1600000US3722360,88,Fairmont Department of Public Safety,Asian,0,2,,0.12364760432766615,,,https://nccopwatch.org/agencies/88/search-rate
1600000US3764560,258,Stantonsburg Police Department,Asian,0,2,,0.1416184971098266,,,https://nccopwatch.org/agencies/258/search-rate
1600000US3768040,273,Topsail Beach Police Department,Black,0,19,,0.924812030075188,,,https://nccopwatch.org/agencies/273/search-rate
1600000US3743580,288,Village of Misenheimer Police Department,Native American,0,2,,0.7313432835820896,,,https://nccopwatch.org/agencies/288/search-rate
1600000US3768040,273,Topsail Beach Police Department,Asian,0,6,,0.924812030075188,,,https://nccopwatch.org/agencies/273/search-rate
1600000US3748920,207,Old Fort Police Department,Asian,0,4,,0.6984687868080094,,,https://nccopwatch.org/agencies/207/search-rate
1600000US3757000,232,Robbins Police Department,Native American,0,1,,0.26,,,https://nccopwatch.org/agencies/232/search-rate
1600000US3703150,18,Bald Head Island Police Department,Asian,0,1,,0.8719512195121951,,,https://nccopwatch.org/agencies/18/search-rate
1600000US3703150,18,Bald Head Island Police Department,Black,0,3,,0.8719512195121951,,,https://nccopwatch.org/agencies/18/search-rate
1600000US3713000,61,Cleveland Police Department,Native American,0,2,,0.2958199356913183,,,https://nccopwatch.org/agencies/61/search-rate
1600000US3734840,134,Jonesville Police Department,Native American,0,1,,0.3573752711496746,,,https://nccopwatch.org/agencies/134/search-rate
1600000US3703150,18,Bald Head Island Police Department,Native American,0,1,,0.8719512195121951,,,https://nccopwatch.org/agencies/18/search-rate
1600000US3775820,311,Wrightsville Beach Police Department,Black,6,207,34.5,0.7394957983193278,45.65340909090909,46.65340909090909,https://nccopwatch.org/agencies/311/search-rate
1600000US3736220,143,Kure Beach Police Department,Black,5,9,1.8,0.03897978825794033,45.17777777777778,46.17777777777778,https://nccopwatch.org/agencies/143/search-rate
1600000US3765530,264,Sugar Mountain Police Department,Hispanic,1,9,9.0,0.22245762711864406,39.45714285714286,40.45714285714286,https://nccopwatch.org/agencies/264/search-rate
1600000US3718060,76,Duck Police Department,Black,1,37,37.0,1.1102514506769825,32.325783972125436,33.325783972125436,https://nccopwatch.org/agencies/76/search-rate
1600000US3760505,247,Seven Devils Police Department,Asian,1,3,3.0,0.099644128113879,29.107142857142858,30.107142857142858,https://nccopwatch.org/agencies/247/search-rate
1600000US3773300,303,White Lake Police Department,Native American,1,5,5.0,0.182883939038687,26.339743589743588,27.339743589743588,https://nccopwatch.org/agencies/303/search-rate
1600000US3736220,143,Kure Beach Police Department,Native American,2,2,1.0,0.03897978825794033,24.65432098765432,25.65432098765432,https://nccopwatch.org/agencies/143/search-rate
1600000US3765900,265,Sunset Beach Police Department,Native American,2,1,0.5,0.020368303571428572,23.547945205479454,24.547945205479454,https://nccopwatch.org/agencies/265/search-rate
1600000US3752000,219,Pine Knoll Shores Police Department,Black,4,57,14.25,0.6133040935672515,22.234803337306317,23.234803337306317,https://nccopwatch.org/agencies/219/search-rate
1600000US3760505,247,Seven Devils Police Department,Black,1,2,2.0,0.099644128113879,19.071428571428573,20.071428571428573,https://nccopwatch.org/agencies/247/search-rate
1600000US3744900,180,Mount Gilead Police Department,Hispanic,3,17,5.666666666666667,0.2830188679245283,19.022222222222226,20.022222222222226,https://nccopwatch.org/agencies/180/search-rate
1600000US3721360,87,Enfield Police Department,Hispanic,1,4,4.0,0.20434782608695654,18.574468085106382,19.574468085106382,https://nccopwatch.org/agencies/87/search-rate
1600000US3771100,294,Warrenton Police Department,Asian,1,1,1.0,0.058712121212121215,16.032258064516128,17.032258064516128,https://nccopwatch.org/agencies/294/search-rate
1600000US3757640,237,Rolesville Police Department,Native American,2,5,2.5,0.15392615704628185,15.241554054054054,16.241554054054056,https://nccopwatch.org/agencies/237/search-rate
1600000US3702500,15,Atlantic Beach Police Department,Black,7,29,4.142857142857143,0.27373612823674476,14.134491634491637,15.134491634491637,https://nccopwatch.org/agencies/15/search-rate
1600000US3751940,218,Pinehurst Police Department,Black,294,517,1.7585034013605443,0.11671697570792008,14.066389363627225,15.066389363627225,https://nccopwatch.org/agencies/218/search-rate
1600000US3735460,136,Kenansville Police Department,Native American,1,2,2.0,0.13333333333333333,14.0,15.0,https://nccopwatch.org/agencies/136/search-rate
1600000US3770820,292,Walnut Creek Police Department,Black,25,16,0.64,0.044530493707647625,13.37217391304348,14.37217391304348,https://nccopwatch.org/agencies/292/search-rate
1600000US3764560,258,Stantonsburg Police Department,Native American,1,2,2.0,0.1416184971098266,13.122448979591836,14.122448979591836,https://nccopwatch.org/agencies/258/search-rate
1600000US3733460,128,Indian Beach Police Department,Hispanic,1,13,13.0,0.9428571428571428,12.787878787878787,13.787878787878787,https://nccopwatch.org/agencies/128/search-rate
1600000US3714700,66,Cornelius Police Department,Native American,6,10,1.6666666666666667,0.12368583797155226,12.475000000000001,13.475000000000001,https://nccopwatch.org/agencies/66/search-rate
1600000US3739880,165,McAdenville Police Department,Asian,2,3,1.5,0.11235955056179775,12.35,13.35,https://nccopwatch.org/agencies/165/search-rate
1600000US3768040,273,Topsail Beach Police Department,Hispanic,2,23,11.5,0.924812030075188,11.434959349593496,12.434959349593496,https://nccopwatch.org/agencies/273/search-rate
1600000US3758140,239,Rowland Police Department,Asian,1,4,4.0,0.3225806451612903,11.4,12.4,https://nccopwatch.org/agencies/239/search-rate
1600000US3743580,288,Village of Misenheimer Police Department,Asian,1,9,9.0,0.7313432835820896,11.306122448979592,12.306122448979592,https://nccopwatch.org/agencies/288/search-rate
0500000US37197,312,Yadkin County Sheriff's Office,Asian,34,3,0.08823529411764706,0.007303598739036799,11.08107088989442,12.08107088989442,https://nccopwatch.org/agencies/312/search-rate
1600000US3706500,27,Blowing Rock Police Department,Hispanic,5,55,11.0,0.9264305177111717,10.873529411764705,11.873529411764705,https://nccopwatch.org/agencies/27/search-rate
1600000US3755660,227,Red Springs Police Department,Asian,12,2,0.16666666666666666,0.014238773274917854,10.705128205128204,11.705128205128204,https://nccopwatch.org/agencies/227/search-rate
0500000US37079,104,Greene County Sheriff's Office,Asian,29,2,0.06896551724137931,0.005977710233029382,10.537112799532437,11.537112799532437,https://nccopwatch.org/agencies/104/search-rate
1600000US3758140,239,Rowland Police Department,Hispanic,7,26,3.7142857142857144,0.3225806451612903,10.514285714285714,11.514285714285714,https://nccopwatch.org/agencies/239/search-rate
1600000US3735540,137,Kenly Police Department,Asian,1,3,3.0,0.26082251082251084,10.50207468879668,11.50207468879668,https://nccopwatch.org/agencies/137/search-rate
1600000US3765900,265,Sunset Beach Police Department,Black,18,4,0.2222222222222222,0.020368303571428572,9.910197869101978,10.910197869101978,https://nccopwatch.org/agencies/265/search-rate
1600000US3702460,14,Atkinson Police Department,Black,28,158,5.642857142857143,0.5371024734982333,9.506109022556391,10.506109022556391,https://nccopwatch.org/agencies/14/search-rate
1600000US3724570,93,Foxfire Village Police Department,Native American,7,7,1.0,0.09788867562380038,9.215686274509803,10.215686274509803,https://nccopwatch.org/agencies/93/search-rate
1600000US3736060,141,Kitty Hawk Police Department,Black,16,90,5.625,0.5558633425669437,9.11939368770764,10.11939368770764,https://nccopwatch.org/agencies/141/search-rate
1600000US3760505,247,Seven Devils Police Department,Other,2,2,1.0,0.099644128113879,9.035714285714286,10.035714285714286,https://nccopwatch.org/agencies/247/search-rate
1600000US3775820,311,Wrightsville Beach Police Department,Asian,3,22,7.333333333333333,0.7394957983193278,8.916666666666666,9.916666666666666,https://nccopwatch.org/agencies/311/search-rate
0500000US37155,234,Robeson County Sheriff's Office,Asian,896,70,0.078125,0.008007564341222705,8.756399907749078,9.756399907749078,https://nccopwatch.org/agencies/234/search-rate
0500000US37131,203,Northampton County Sheriff's Office,Asian,29,2,0.06896551724137931,0.0071129175663660615,8.695812807881772,9.695812807881772,https://nccopwatch.org/agencies/203/search-rate
1600000US3764260,255,Spruce Pine Police Department,Black,10,6,0.6,0.06567901234567901,8.135338345864662,9.135338345864662,https://nccopwatch.org/agencies/255/search-rate
1600000US3736500,144,Lake Lure Police Department,Black,9,32,3.5555555555555554,0.3898809523809524,8.119592875318066,9.119592875318066,https://nccopwatch.org/agencies/144/search-rate
1600000US3704510,21,Beech Mountain Police Department,Black,1,3,3.0,0.3360655737704918,7.926829268292684,8.926829268292684,https://nccopwatch.org/agencies/21/search-rate
1600000US3740600,158,Maggie Valley Police Department,Black,12,39,3.25,0.3751763046544429,7.662593984962406,8.662593984962406,https://nccopwatch.org/agencies/158/search-rate
1600000US3763120,253,Southern Pines Police Department,Native American,13,13,1.0,0.118490254717954,7.439512619669277,8.439512619669276,https://nccopwatch.org/agencies/253/search-rate
1600000US3742060,164,Mayodan Police Department,Native American,1,2,2.0,0.2390793799906059,7.365422396856582,8.365422396856582,https://nccopwatch.org/agencies/164/search-rate
1600000US3755660,227,Red Springs Police Department,Native American,370,43,0.11621621621621622,0.014238773274917854,7.161954261954262,8.161954261954262,https://nccopwatch.org/agencies/227/search-rate
1600000US3735460,136,Kenansville Police Department,Hispanic,34,37,1.088235294117647,0.13333333333333333,7.161764705882352,8.161764705882351,https://nccopwatch.org/agencies/136/search-rate
0500000US37077,103,Granville County Sheriff's Office,Asian,311,9,0.028938906752411574,0.0035525543159130946,7.145943504025936,8.145943504025936,https://nccopwatch.org/agencies/103/search-rate
0500000US37007,7,Anson County Sheriff's Office,Native American,95,7,0.07368421052631578,0.009383495571340876,6.852533202164288,7.852533202164288,https://nccopwatch.org/agencies/7/search-rate
1600000US3709800,41,Cameron Police Department,Native American,2,1,0.5,0.06504065040650407,6.687499999999999,7.687499999999999,https://nccopwatch.org/agencies/41/search-rate
0500000US37185,293,Warren County Sheriff's Office,Asian,91,7,0.07692307692307693,0.010108966784823422,6.6093906093906085,7.6093906093906085,https://nccopwatch.org/agencies/293/search-rate
1600000US3773300,303,White Lake Police Department,Black,41,57,1.3902439024390243,0.182883939038687,6.6017823639774855,7.6017823639774855,https://nccopwatch.org/agencies/303/search-rate
1600000US3708860,33,Bunn Police Department,Native American,1,3,3.0,0.39920948616600793,6.514851485148514,7.514851485148514,https://nccopwatch.org/agencies/33/search-rate
1600000US3751940,218,Pinehurst Police Department,Native American,40,35,0.875,0.11671697570792008,6.4967672413793105,7.4967672413793105,https://nccopwatch.org/agencies/218/search-rate
1600000US3705880,24,Biltmore Forest Police Department,Hispanic,22,21,0.9545454545454546,0.12875250166777852,6.413801224682054,7.413801224682054,https://nccopwatch.org/agencies/24/search-rate
0500000US37143,215,Perquimans County Sheriff's Office,Asian,30,2,0.06666666666666667,0.009055491207749816,6.362015503875969,7.362015503875969,https://nccopwatch.org/agencies/215/search-rate
1600000US3739880,165,McAdenville Police Department,Black,11,9,0.8181818181818182,0.11235955056179775,6.281818181818183,7.281818181818183,https://nccopwatch.org/agencies/165/search-rate
0500000US37143,215,Perquimans County Sheriff's Office,Native American,16,1,0.0625,0.009055491207749816,5.90188953488372,6.90188953488372,https://nccopwatch.org/agencies/215/search-rate
0500000US37121,171,Mitchell County Sheriff's Office,Black,89,3,0.033707865168539325,0.004931313842902431,5.835473515248795,6.835473515248795,https://nccopwatch.org/agencies/171/search-rate
0500000US37187,295,Washington County Sheriff's Office,Asian,15,2,0.13333333333333333,0.019771449301650645,5.743730886850153,6.743730886850153,https://nccopwatch.org/agencies/295/search-rate
1600000US3758920,243,Saluda Police Department,Hispanic,13,11,0.8461538461538461,0.12593703148425786,5.71886446886447,6.71886446886447,https://nccopwatch.org/agencies/243/search-rate
1600000US3752000,219,Pine Knoll Shores Police Department,Asian,2,8,4.0,0.6133040935672515,5.522050059594755,6.522050059594755,https://nccopwatch.org/agencies/219/search-rate
1600000US3702500,15,Atlantic Beach Police Department,Hispanic,9,16,1.7777777777777777,0.27373612823674476,5.494494494494494,6.494494494494494,https://nccopwatch.org/agencies/15/search-rate
1600000US3770820,292,Walnut Creek Police Department,Hispanic,21,6,0.2857142857142857,0.044530493707647625,5.416149068322982,6.416149068322982,https://nccopwatch.org/agencies/292/search-rate
1600000US3738680,153,Littleton Police Department,Native American,5,7,1.4,0.22262773722627738,5.2885245901639335,6.2885245901639335,https://nccopwatch.org/agencies/153/search-rate
0500000US37131,203,Northampton County Sheriff's Office,Native American,45,2,0.044444444444444446,0.0071129175663660615,5.248412698412698,6.248412698412698,https://nccopwatch.org/agencies/203/search-rate
1600000US3760505,247,Seven Devils Police Department,Hispanic,5,3,0.6,0.099644128113879,5.021428571428571,6.021428571428571,https://nccopwatch.org/agencies/247/search-rate
0500000US37095,127,Hyde County Sheriff's Office,Asian,7,2,0.2857142857142857,0.048216007714561235,4.925714285714285,5.925714285714285,https://nccopwatch.org/agencies/127/search-rate
1600000US3755660,227,Red Springs Police Department,Hispanic,273,23,0.08424908424908426,0.014238773274917854,4.916877993801071,5.916877993801071,https://nccopwatch.org/agencies/227/search-rate
1600000US3731360,118,Highlands Police Department,Hispanic,48,61,1.2708333333333333,0.2157258064516129,4.890965732087227,5.890965732087227,https://nccopwatch.org/agencies/118/search-rate
1600000US3712720,57,Claremont Police Department,Black,58,147,2.5344827586206895,0.4316020482809071,4.872267679719462,5.872267679719462,https://nccopwatch.org/agencies/57/search-rate
0500000US37103,133,Jones County Sheriff's Office,Asian,30,5,0.16666666666666666,0.028444590595198948,4.859344894026975,5.859344894026975,https://nccopwatch.org/agencies/133/search-rate
1600000US3758720,241,Saint Pauls Police Department,Asian,5,4,0.8,0.1406570841889117,4.687591240875913,5.687591240875913,https://nccopwatch.org/agencies/241/search-rate
1600000US3771100,294,Warrenton Police Department,Native American,9,3,0.3333333333333333,0.058712121212121215,4.677419354838709,5.677419354838709,https://nccopwatch.org/agencies/294/search-rate
1600000US3740600,158,Maggie Valley Police Department,Native American,17,35,2.0588235294117645,0.3751763046544429,4.487616099071206,5.487616099071206,https://nccopwatch.org/agencies/158/search-rate
0500000US37017,26,Bladen County Sheriff's Office,Asian,39,1,0.02564102564102564,0.004672897196261682,4.487179487179487,5.487179487179487,https://nccopwatch.org/agencies/26/search-rate
0500000US37151,226,Randolph County Sheriff's Office,Black,8046,414,0.05145413870246085,0.009569630496160714,4.376815617186471,5.376815617186471,https://nccopwatch.org/agencies/226/search-rate
0500000US37087,112,Haywood County Sheriff's Office,Black,563,61,0.108348134991119,0.020834827512013196,4.200337508368924,5.200337508368924,https://nccopwatch.org/agencies/112/search-rate
1600000US3710740,46,Cary Police Department,Native American,450,216,0.48,0.09386880207069481,4.113520034467902,5.113520034467902,https://nccopwatch.org/agencies/46/search-rate
1600000US3740600,158,Maggie Valley Police Department,Other,11,21,1.9090909090909092,0.3751763046544429,4.088516746411483,5.088516746411483,https://nccopwatch.org/agencies/158/search-rate
1600000US3771780,300,Weldon Police Department,Native American,2,3,1.5,0.2951219512195122,4.082644628099174,5.082644628099174,https://nccopwatch.org/agencies/300/search-rate
1600000US3750340,211,Parkton Police Department,Native American,15,40,2.6666666666666665,0.5261538461538462,4.0682261208577,5.0682261208577,https://nccopwatch.org/agencies/211/search-rate
1600000US3710500,43,Carolina Beach Police Department,Black,68,61,0.8970588235294118,0.18002788428023703,3.9828882182108076,4.982888218210808,https://nccopwatch.org/agencies/43/search-rate
1600000US3752140,220,Pinetops Police Department,Hispanic,13,23,1.7692307692307692,0.35714285714285715,3.9538461538461536,4.953846153846154,https://nccopwatch.org/agencies/220/search-rate
1600000US3733460,128,Indian Beach Police Department,Black,3,14,4.666666666666667,0.9428571428571428,3.94949494949495,4.94949494949495,https://nccopwatch.org/agencies/128/search-rate
1600000US3770540,291,Wake Forest Police Department,Native American,30,23,0.7666666666666667,0.15926756352765323,3.8137024870952603,4.81370248709526,https://nccopwatch.org/agencies/291/search-rate
1600000US3736500,144,Lake Lure Police Department,Hispanic,14,26,1.8571428571428572,0.3898809523809524,3.7633587786259546,4.763358778625955,https://nccopwatch.org/agencies/144/search-rate
1600000US3773300,303,White Lake Police Department,Hispanic,40,34,0.85,0.182883939038687,3.6477564102564095,4.6477564102564095,https://nccopwatch.org/agencies/303/search-rate
0500000US37193,305,Wilkes County Sheriff's Office,Black,2772,7,0.0025252525252525255,0.0005505138128920325,3.587082950719315,4.587082950719315,https://nccopwatch.org/agencies/305/search-rate
0500000US37003,4,Alexander County Sheriff's Office,Native American,76,2,0.02631578947368421,0.005778910085130181,3.5537634408602155,4.553763440860216,https://nccopwatch.org/agencies/4/search-rate
1600000US3769840,287,Vass Police Department,Asian,1,1,1.0,0.2214765100671141,3.5151515151515147,4.515151515151515,https://nccopwatch.org/agencies/287/search-rate
0500000US37009,12,Ashe County Sheriff's Office,Black,178,8,0.0449438202247191,0.00995584102769972,3.5143167814425516,4.5143167814425516,https://nccopwatch.org/agencies/12/search-rate
1600000US3771460,298,Waxhaw Police Department,Native American,12,8,0.6666666666666666,0.14814814814814814,3.5,4.5,https://nccopwatch.org/agencies/298/search-rate
1600000US3738680,153,Littleton Police Department,Asian,1,1,1.0,0.22262773722627738,3.4918032786885247,4.491803278688525,https://nccopwatch.org/agencies/153/search-rate
1600000US3736220,143,Kure Beach Police Department,Hispanic,46,8,0.17391304347826086,0.03897978825794033,3.461621041331186,4.4616210413311865,https://nccopwatch.org/agencies/143/search-rate
1600000US3742700,169,Middlesex Police Department,Native American,2,2,1.0,0.226,3.424778761061947,4.424778761061948,https://nccopwatch.org/agencies/169/search-rate
0500000US37111,166,McDowell County Sheriff's Office,Native American,156,3,0.019230769230769232,0.004362050163576881,3.4086538461538463,4.408653846153847,https://nccopwatch.org/agencies/166/search-rate
1600000US3775820,311,Wrightsville Beach Police Department,Hispanic,39,127,3.2564102564102564,0.7394957983193278,3.403554778554778,4.403554778554778,https://nccopwatch.org/agencies/311/search-rate
1600000US3768040,273,Topsail Beach Police Department,Other,1,4,4.0,0.924812030075188,3.3252032520325203,4.32520325203252,https://nccopwatch.org/agencies/273/search-rate
1600000US3723760,91,Fletcher Police Department,Black,222,134,0.6036036036036037,0.139589534701551,3.324132213021102,4.324132213021102,https://nccopwatch.org/agencies/91/search-rate
1600000US3764420,256,Stallings Police Department,Black,1029,476,0.46258503401360546,0.10712716407417172,3.318092782642179,4.318092782642179,https://nccopwatch.org/agencies/256/search-rate
1600000US3758720,241,Saint Pauls Police Department,Native American,140,84,0.6,0.1406570841889117,3.265693430656934,4.265693430656934,https://nccopwatch.org/agencies/241/search-rate
0500000US37065,83,Edgecombe County Sheriff's Office,Asian,73,3,0.0410958904109589,0.00969838529501371,3.2373951086566732,4.237395108656673,https://nccopwatch.org/agencies/83/search-rate
1600000US3732260,124,Holly Springs Police Department,Native American,40,24,0.6,0.14190174054702906,3.228277945619335,4.228277945619335,https://nccopwatch.org/agencies/124/search-rate
1600000US3731960,122,Holden Beach Police Department,Other,1,2,2.0,0.4742489270386266,3.2171945701357467,4.217194570135747,https://nccopwatch.org/agencies/122/search-rate
1600000US3731960,122,Holden Beach Police Department,Asian,1,2,2.0,0.4742489270386266,3.2171945701357467,4.217194570135747,https://nccopwatch.org/agencies/122/search-rate
1600000US3731360,118,Highlands Police Department,Other,11,10,0.9090909090909091,0.2157258064516129,3.21410365335599,4.2141036533559895,https://nccopwatch.org/agencies/118/search-rate
1600000US3710120,42,Candor Police Department,Native American,1,2,2.0,0.47757255936675463,3.1878453038674035,4.1878453038674035,https://nccopwatch.org/agencies/42/search-rate
0500000US37059,74,Davie County Sheriff's Office,Black,2419,186,0.07689127738735015,0.018474509138233463,3.162020046758466,4.162020046758466,https://nccopwatch.org/agencies/74/search-rate
1600000US3706500,27,Blowing Rock Police Department,Black,13,50,3.8461538461538463,0.9264305177111717,3.1515837104072397,4.151583710407239,https://nccopwatch.org/agencies/27/search-rate
1600000US3765900,265,Sunset Beach Police Department,Hispanic,60,5,0.08333333333333333,0.020368303571428572,3.0913242009132413,4.091324200913242,https://nccopwatch.org/agencies/265/search-rate
1600000US3737680,147,Leland Police Department,Black,1291,388,0.3005422153369481,0.0740975300823306,3.056035538607188,4.056035538607188,https://nccopwatch.org/agencies/147/search-rate
1600000US3771100,294,Warrenton Police Department,Black,421,100,0.2375296912114014,0.058712121212121215,3.0456669986974174,4.045666998697417,https://nccopwatch.org/agencies/294/search-rate
1600000US3746740,200,Newland Police Department,Black,5,4,0.8,0.19836065573770492,3.0330578512396698,4.03305785123967,https://nccopwatch.org/agencies/200/search-rate
1600000US3764560,258,Stantonsburg Police Department,Hispanic,30,17,0.5666666666666667,0.1416184971098266,3.0013605442176865,4.001360544217686,https://nccopwatch.org/agencies/258/search-rate
1600000US3701720,10,Archdale Police Department,Black,643,363,0.5645412130637636,0.14162587784635028,2.986144493142938,3.986144493142938,https://nccopwatch.org/agencies/10/search-rate
1600000US3758920,243,Saluda Police Department,Native American,2,1,0.5,0.12593703148425786,2.970238095238096,3.970238095238096,https://nccopwatch.org/agencies/243/search-rate
0500000US37041,56,Chowan County Sheriff's Office,Asian,60,2,0.03333333333333333,0.008403361344537815,2.966666666666667,3.966666666666667,https://nccopwatch.org/agencies/56/search-rate
1600000US3706500,27,Blowing Rock Police Department,Asian,3,11,3.6666666666666665,0.9264305177111717,2.9578431372549017,3.9578431372549017,https://nccopwatch.org/agencies/27/search-rate
1600000US3724570,93,Foxfire Village Police Department,Hispanic,26,10,0.38461538461538464,0.09788867562380038,2.929110105580694,3.929110105580694,https://nccopwatch.org/agencies/93/search-rate
1600000US3718060,76,Duck Police Department,Other,3,13,4.333333333333333,1.1102514506769825,2.903019744483159,3.903019744483159,https://nccopwatch.org/agencies/76/search-rate
1600000US3713980,63,Columbus Police Department,Black,40,130,3.25,0.841995841995842,2.859876543209877,3.859876543209877,https://nccopwatch.org/agencies/63/search-rate
1600000US3735540,137,Kenly Police Department,Native American,3,3,1.0,0.26082251082251084,2.83402489626556,3.83402489626556,https://nccopwatch.org/agencies/137/search-rate
0500000US37121,171,Mitchell County Sheriff's Office,Native American,53,1,0.018867924528301886,0.004931313842902431,2.8261455525606465,3.8261455525606465,https://nccopwatch.org/agencies/171/search-rate
1600000US3750340,211,Parkton Police Department,Asian,1,2,2.0,0.5261538461538462,2.8011695906432745,3.8011695906432745,https://nccopwatch.org/agencies/211/search-rate
0500000US37197,312,Yadkin County Sheriff's Office,Black,1235,34,0.027530364372469637,0.007303598739036799,2.7694245475621995,3.7694245475621995,https://nccopwatch.org/agencies/312/search-rate
0500000US37015,23,Bertie County Sheriff's Office,Hispanic,330,4,0.012121212121212121,0.0032182562902282035,2.7663911845730027,3.7663911845730027,https://nccopwatch.org/agencies/23/search-rate
0500000US37065,83,Edgecombe County Sheriff's Office,Native American,110,4,0.03636363636363636,0.00969838529501371,2.749452641599238,3.749452641599238,https://nccopwatch.org/agencies/83/search-rate
1600000US3766040,266,Surf City Police Department,Black,56,83,1.4821428571428572,0.3975571315996848,2.728125442446552,3.728125442446552,https://nccopwatch.org/agencies/266/search-rate
0500000US37033,49,Caswell County Sheriff's Office,Asian,101,5,0.04950495049504951,0.013335224854589304,2.712344638719191,3.712344638719191,https://nccopwatch.org/agencies/49/search-rate
0500000US37135,209,Orange County Sheriff's Office,Black,15850,479,0.03022082018927445,0.008165951888762046,2.700832505621817,3.700832505621817,https://nccopwatch.org/agencies/209/search-rate
0500000US37115,156,Madison County Sheriff's Office,Native American,64,3,0.046875,0.012756516916250694,2.6745923913043477,3.6745923913043477,https://nccopwatch.org/agencies/156/search-rate
0500000US37199,313,Yancey County Sheriff's Office,Black,135,4,0.02962962962962963,0.008173076923076924,2.6252723311546844,3.6252723311546844,https://nccopwatch.org/agencies/313/search-rate
0500000US37115,156,Madison County Sheriff's Office,Black,307,14,0.04560260586319218,0.012756516916250694,2.5748477552754565,3.5748477552754565,https://nccopwatch.org/agencies/156/search-rate
1600000US3744900,180,Mount Gilead Police Department,Other,4,4,1.0,0.2830188679245283,2.5333333333333337,3.5333333333333337,https://nccopwatch.org/agencies/180/search-rate
1600000US3758920,243,Saluda Police Department,Black,18,8,0.4444444444444444,0.12593703148425786,2.5291005291005293,3.5291005291005293,https://nccopwatch.org/agencies/243/search-rate
1600000US3701520,8,Apex Police Department,Native American,83,41,0.4939759036144578,0.14081626604226563,2.507946329624961,3.507946329624961,https://nccopwatch.org/agencies/8/search-rate
0500000US37185,293,Warren County Sheriff's Office,Hispanic,735,26,0.03537414965986395,0.010108966784823422,2.4992843890803074,3.4992843890803074,https://nccopwatch.org/agencies/293/search-rate
1600000US3745880,184,Nags Head Police Department,Black,52,104,2.0,0.5822543792840823,2.434924787442773,3.434924787442773,https://nccopwatch.org/agencies/184/search-rate
1600000US3741960,163,Matthews Police Department,Black,3020,1473,0.48774834437086095,0.14228882111125846,2.4278753633743357,3.4278753633743357,https://nccopwatch.org/agencies/163/search-rate
1600000US3758720,241,Saint Pauls Police Department,Black,390,184,0.4717948717948718,0.1406570841889117,2.3542204753883587,3.3542204753883587,https://nccopwatch.org/agencies/241/search-rate
